order_id,order_date,category,unit_price,quantity,total_amount,customer_segment,customer_age,sales_channel,region,discount_applied
ORD_000311,2023-10-05,Clothing,99.13,1,99.13,Premium,31,Mobile App,East,0.0
ORD_000312,2025-04-17,Clothing,76.26,2,152.53,Regular,64,Online,East,0.0
ORD_000313,2024-09-16,Clothing,156.92,1,156.92,VIP,24,Online,East,0.0
ORD_000314,2024-04-08,Books,14.9,2,29.8,Regular,27,Store,North,0.0
ORD_000315,2023-09-25,Home & Garden,473.51,2,947.02,Premium,44,Online,South,0.0
ORD_000316,2024-01-15,Home & Garden,467.87,1,467.87,Regular,30,Mobile App,South,0.0
ORD_000317,2024-12-27,Sports,153.37,3,514.42,Regular,49,Store,North,0.0
ORD_000318,2024-09-10,Sports,120.59,2,241.18,Regular,40,Mobile App,North,0.2
ORD_000319,2023-09-25,Home & Garden,255.02,1,255.02,Regular,59,Store,West,0.0
ORD_000320,2024-05-23,Sports,25.89,1,25.89,Regular,74,Store,East,0.05
ORD_000321,2024-08-13,Books,24.64,1,24.64,Premium,54,Online,Central,0.0
ORD_000322,2024-02-20,Home & Garden,226.65,1,226.65,Regular,46,Online,Central,0.2
ORD_000323,2024-05-17,Sports,212.11,2,424.22,Regular,43,Store,East,0.0
ORD_000324,2024-07-17,Sports,283.21,1,319.0,Premium,30,Mobile App,Central,0.0
ORD_000325,2024-12-29,Electronics,124.51,2,299.78,Regular,69,Online,West,0.1
ORD_000326,2024-01-04,Sports,216.49,1,216.49,Regular,38,Online,South,0.2
ORD_000327,2024-09-10,Sports,205.48,1,205.48,Regular,50,Online,Central,0.1
ORD_000328,2025-01-31,Books,38.35,3,115.05,Regular,41,Online,East,0.0
ORD_000329,2025-06-24,Electronics,1960.8,2,3921.6,Regular,68,Store,North,0.0
ORD_000330,2025-04-07,Books,20.62,1,20.62,Regular,67,Mobile App,Central,0.0
ORD_000331,2025-03-18,Clothing,149.85,3,449.56,Premium,28,Online,Central,0.0
ORD_000332,2025-05-10,Beauty,98.66,2,197.33,Regular,27,Online,South,0.0
ORD_000333,2023-09-06,Sports,285.76,4,1143.03,Regular,46,Mobile App,East,0.0
ORD_000334,2024-10-06,Clothing,75.47,1,75.47,Regular,67,Store,Central,0.2
ORD_000335,2024-11-29,Beauty,113.2,3,411.65,Premium,51,Mobile App,South,0.0
ORD_000336,2025-06-13,Books,31.02,2,62.04,Premium,29,Mobile App,West,0.0
ORD_000337,2025-01-31,Home & Garden,279.94,1,279.94,Regular,73,Online,East,0.0
ORD_000338,2025-04-20,Books,14.15,5,70.76,VIP,37,Online,South,0.2
ORD_000339,2024-06-04,Home & Garden,356.88,2,713.75,VIP,49,Online,East,0.0
ORD_000340,2024-12-08,Home & Garden,286.84,2,664.06,VIP,64,Online,East,0.0
ORD_000341,2025-03-14,Beauty,88.33,2,176.66,Regular,43,Mobile App,East,0.0
ORD_000342,2024-01-01,Home & Garden,35.4,5,177.01,VIP,23,Store,East,0.0
ORD_000343,2024-10-30,Beauty,49.62,3,148.86,Premium,30,Online,Central,0.0
ORD_000344,2024-05-08,Sports,173.16,3,519.47,Regular,65,Store,Central,0.2
ORD_000345,2024-04-06,Clothing,29.14,1,29.14,Regular,32,Online,South,0.0
ORD_000346,2023-09-27,Electronics,855.94,2,1711.88,Regular,24,Store,South,0.0
ORD_000347,2023-08-10,Sports,249.84,1,290.66,Regular,48,Store,South,0.15
ORD_000348,2024-05-25,Home & Garden,153.43,3,460.28,Regular,59,Store,Central,0.0
ORD_000349,2024-03-29,Sports,228.14,3,684.42,Premium,20,Online,South,0.0
ORD_000350,2024-10-05,Clothing,159.89,1,159.89,Premium,68,Online,West,0.15
ORD_000351,2024-02-11,Beauty,144.89,3,434.66,Regular,74,Mobile App,North,0.0
ORD_000352,2023-08-14,Home & Garden,261.42,3,784.25,VIP,36,Online,West,0.1
ORD_000353,2025-05-22,Sports,169.19,3,507.56,Regular,26,Store,Central,0.0
ORD_000354,2024-11-26,Home & Garden,103.09,2,253.53,Premium,64,Mobile App,West,0.05
ORD_000355,2024-02-11,Electronics,1486.4,3,4459.21,Regular,54,Online,South,0.0
ORD_000356,2024-01-31,Sports,260.44,2,520.88,Regular,70,Online,West,0.0
ORD_000357,2025-01-13,Home & Garden,57.07,1,57.07,Regular,29,Online,South,0.0
ORD_000358,2024-12-05,Home & Garden,398.54,1,498.48,Regular,33,Online,West,0.15
ORD_000359,2024-07-07,Home & Garden,297.49,5,1487.47,Regular,34,Online,East,0.0
ORD_000360,2025-07-14,Clothing,28.06,2,64.71,Regular,28,Mobile App,West,0.1
ORD_000361,2025-07-25,Home & Garden,349.79,3,1049.37,Regular,36,Online,East,0.0
ORD_000362,2025-04-25,Clothing,56.47,3,169.41,VIP,47,Store,Central,0.05
ORD_000363,2024-08-21,Books,38.08,2,76.16,Regular,66,Mobile App,Central,0.0
ORD_000364,2025-06-15,Clothing,157.13,1,177.38,VIP,56,Store,North,0.0
ORD_000365,2025-01-26,Beauty,63.84,2,127.68,Regular,25,Online,North,0.0
ORD_000366,2025-02-15,Sports,80.59,1,80.59,Regular,28,Online,East,0.0
ORD_000367,2025-01-18,Books,11.72,3,35.16,Regular,49,Online,North,0.2
ORD_000368,2025-01-08,Books,42.35,4,169.39,Premium,50,Mobile App,West,0.0
ORD_000369,2024-11-14,Sports,40.88,5,254.39,Regular,69,Online,East,0.0
ORD_000370,2024-09-13,Home & Garden,410.98,3,1232.94,Premium,55,Online,North,0.0
ORD_000371,2023-09-20,Books,23.78,3,71.34,Regular,75,Online,North,0.0
ORD_000372,2024-11-30,Electronics,579.34,2,1361.31,Regular,67,Store,West,0.05
ORD_000373,2024-08-30,Books,44.78,1,44.78,Premium,42,Online,North,0.0
ORD_000374,2025-07-04,Beauty,119.76,1,119.76,Premium,25,Mobile App,South,0.1
ORD_000375,2025-02-05,Books,31.15,3,93.46,Premium,32,Store,North,0.0
ORD_000376,2023-08-28,Home & Garden,239.56,2,479.11,Regular,45,Online,Central,0.0
ORD_000377,2024-08-27,Clothing,64.55,1,76.86,Regular,35,Store,South,0.0
ORD_000378,2023-11-28,Electronics,1628.48,1,1869.71,Regular,67,Online,North,0.0
ORD_000379,2023-10-12,Electronics,1208.19,2,2416.38,Regular,61,Mobile App,North,0.0
ORD_000380,2024-04-11,Beauty,20.97,1,20.97,Regular,52,Store,South,0.0
ORD_000381,2023-10-01,Clothing,88.56,3,265.68,Regular,38,Store,Central,0.2
ORD_000382,2025-04-08,Beauty,119.21,2,238.42,Regular,60,Mobile App,Central,0.05
ORD_000383,2024-03-18,Books,17.62,3,52.85,Premium,74,Mobile App,South,0.2
ORD_000384,2025-05-07,Beauty,72.67,3,218.02,Premium,40,Mobile App,West,0.0
ORD_000385,2025-01-23,Home & Garden,352.71,2,705.42,Premium,37,Store,West,0.0
ORD_000386,2024-02-09,Sports,155.22,3,465.65,Regular,37,Mobile App,South,0.0
ORD_000387,2024-11-21,Electronics,1146.65,3,3876.21,Regular,53,Mobile App,Central,0.0
ORD_000388,2024-04-09,Home & Garden,113.62,1,113.62,Regular,46,Store,East,0.0
ORD_000389,2023-11-07,Sports,201.83,1,246.36,Premium,42,Mobile App,Central,0.1
ORD_000390,2023-10-18,Clothing,164.84,2,329.67,Regular,60,Online,Central,0.0
ORD_000391,2024-03-14,Books,18.36,2,36.71,VIP,37,Store,North,0.0
ORD_000392,2024-03-08,Clothing,164.2,1,164.2,Premium,33,Store,Central,0.15
ORD_000393,2025-07-25,Clothing,82.25,3,273.19,Regular,67,Store,East,0.1
ORD_000394,2025-02-01,Beauty,50.8,2,101.6,VIP,74,Online,West,0.2
ORD_000395,2024-11-24,Electronics,1615.49,2,4144.92,VIP,66,Online,East,0.0
ORD_000396,2024-08-18,Home & Garden,215.76,4,863.02,Premium,32,Online,South,0.0
ORD_000397,2023-08-21,Home & Garden,283.36,1,283.36,Premium,64,Online,West,0.0
ORD_000398,2024-06-02,Clothing,44.25,2,99.56,Regular,71,Store,South,0.2
ORD_000399,2025-06-05,Beauty,60.57,1,60.57,Premium,49,Mobile App,West,0.0
ORD_000400,2024-11-18,Clothing,151.9,4,727.7,Premium,26,Online,Central,0.0
ORD_000401,2025-02-10,Beauty,144.23,3,432.68,Regular,71,Online,North,0.0
ORD_000402,2025-06-19,Electronics,1540.46,1,1540.46,Regular,71,Store,South,0.0
ORD_000403,2023-10-13,Beauty,30.08,2,60.16,Regular,41,Online,North,0.15
ORD_000404,2025-04-28,Beauty,105.01,5,525.06,Regular,48,Store,West,0.0
ORD_000405,2023-08-21,Electronics,1087.81,1,1087.81,Premium,19,Store,Central,0.0
ORD_000406,2024-05-12,Sports,249.74,1,249.74,Regular,69,Store,South,0.15
ORD_000407,2023-11-22,Electronics,858.04,2,2167.49,Regular,51,Mobile App,East,0.2
ORD_000408,2024-05-04,Books,13.16,1,13.16,Regular,47,Mobile App,Central,0.0
ORD_000409,2024-04-10,Beauty,45.49,1,45.49,Premium,72,Online,North,0.0
ORD_000410,2025-06-04,Beauty,99.91,1,99.91,VIP,42,Online,Central,0.15
ORD_000411,2024-12-04,Electronics,1291.66,3,4917.6,Regular,23,Online,West,0.0
ORD_000412,2025-05-26,Home & Garden,289.44,1,289.44,Premium,24,Online,Central,0.0
ORD_000413,2023-09-17,Clothing,58.06,3,174.17,Regular,74,Mobile App,Central,0.0
ORD_000414,2024-12-03,Home & Garden,33.82,1,41.02,Premium,75,Store,Central,0.1
ORD_000415,2023-09-07,Clothing,187.18,3,561.53,Premium,31,Store,Central,0.0
ORD_000416,2023-12-30,Beauty,125.82,2,305.19,Regular,37,Online,South,0.0
ORD_000417,2025-03-07,Books,37.08,4,148.33,Premium,42,Store,South,0.0
ORD_000418,2025-07-10,Beauty,25.59,1,25.59,Regular,40,Online,North,0.0
ORD_000419,2023-11-13,Books,15.43,2,39.84,Regular,67,Online,Central,0.2
ORD_000420,2024-09-14,Home & Garden,24.96,1,24.96,Regular,49,Store,South,0.15
ORD_000421,2024-08-03,Sports,283.81,1,326.13,Premium,61,Online,Central,0.0
ORD_000422,2023-10-31,Sports,106.23,1,106.23,Regular,23,Online,East,0.0
ORD_000423,2024-01-09,Books,38.47,1,38.47,Regular,65,Store,West,0.0
ORD_000424,2024-06-24,Home & Garden,60.01,1,60.01,Premium,46,Mobile App,East,0.1
ORD_000425,2024-05-07,Electronics,262.13,3,786.39,Regular,53,Store,Central,0.15
ORD_000426,2025-01-10,Books,11.31,1,11.31,Regular,23,Mobile App,Central,0.2
ORD_000427,2025-04-08,Home & Garden,368.82,1,368.82,Regular,42,Store,North,0.15
ORD_000428,2025-02-27,Clothing,104.51,2,209.02,Regular,28,Online,South,0.15
ORD_000429,2024-05-06,Home & Garden,137.92,1,137.92,Regular,45,Online,East,0.05
ORD_000430,2024-10-09,Home & Garden,224.87,1,224.87,Regular,33,Online,West,0.1
ORD_000431,2025-04-04,Sports,70.9,1,70.9,Regular,18,Store,West,0.1
ORD_000432,2024-07-10,Sports,129.47,2,288.61,Premium,46,Online,East,0.0
ORD_000433,2025-06-01,Sports,62.43,1,70.04,Regular,62,Store,South,0.0
ORD_000434,2024-02-02,Books,41.44,2,82.87,Regular,54,Mobile App,South,0.15
ORD_000435,2024-07-03,Books,21.21,1,21.21,Regular,41,Store,North,0.0
ORD_000436,2025-03-04,Clothing,126.6,3,379.8,Premium,61,Mobile App,Central,0.0
ORD_000437,2023-09-01,Beauty,77.32,1,77.32,Premium,46,Online,East,0.0
ORD_000438,2025-07-14,Electronics,1646.98,3,4940.95,Regular,44,Mobile App,West,0.0
ORD_000439,2023-12-25,Beauty,53.09,1,66.78,Premium,63,Store,West,0.05
ORD_000440,2023-10-19,Books,49.63,2,99.26,Regular,43,Online,Central,0.0
ORD_000441,2025-01-04,Beauty,64.32,1,64.32,Regular,62,Mobile App,Central,0.1
ORD_000442,2025-04-04,Beauty,131.52,1,131.52,VIP,60,Online,East,0.05
ORD_000443,2024-01-22,Beauty,97.71,1,97.71,Premium,59,Store,West,0.0
ORD_000444,2024-07-09,Books,13.53,1,13.53,Regular,50,Store,Central,0.05
ORD_000445,2025-02-26,Sports,192.7,1,192.7,VIP,43,Mobile App,West,0.1
ORD_000446,2025-06-30,Sports,214.87,2,470.27,Regular,48,Store,North,0.0
ORD_000447,2023-10-31,Electronics,1671.07,1,1671.07,Regular,40,Online,East,0.0
ORD_000448,2024-07-21,Books,41.37,1,41.37,Premium,40,Store,West,0.0
ORD_000449,2023-11-12,Books,38.88,2,86.23,Regular,22,Online,East,0.0
ORD_000450,2025-08-01,Electronics,94.04,1,94.04,VIP,24,Online,South,0.0
ORD_000451,2024-04-10,Sports,58.38,3,175.14,Regular,45,Online,West,0.2
ORD_000452,2024-03-29,Books,29.91,2,59.82,Regular,43,Mobile App,North,0.15
ORD_000453,2025-04-24,Clothing,100.92,4,403.69,Regular,18,Online,South,0.0
ORD_000454,2024-03-02,Home & Garden,379.88,2,759.76,VIP,22,Online,Central,0.0
ORD_000455,2023-11-17,Sports,76.41,2,176.13,Premium,47,Store,North,0.0
ORD_000456,2024-12-18,Sports,290.63,1,342.51,Premium,42,Mobile App,Central,0.0
ORD_000457,2023-11-29,Home & Garden,185.71,1,238.41,Regular,29,Mobile App,East,0.0
ORD_000458,2025-03-31,Electronics,1360.61,1,1360.61,Premium,33,Store,East,0.0
ORD_000459,2023-12-02,Clothing,74.12,1,83.57,Premium,44,Online,Central,0.15
ORD_000460,2024-08-31,Books,17.43,2,34.86,Regular,62,Store,South,0.0
ORD_000461,2025-02-23,Clothing,97.32,1,97.32,Regular,71,Mobile App,West,0.1
ORD_000462,2025-04-30,Electronics,1737.77,1,1737.77,Premium,49,Online,South,0.0
ORD_000463,2024-02-20,Books,48.55,3,145.66,Regular,49,Mobile App,West,0.0
ORD_000464,2025-07-06,Books,26.63,1,26.63,Regular,49,Online,South,0.0
ORD_000465,2023-10-28,Sports,33.49,1,33.49,Regular,36,Online,North,0.0
ORD_000466,2024-05-12,Clothing,99.25,3,297.76,Regular,54,Online,West,0.15
ORD_000467,2025-02-17,Sports,44.91,2,89.81,Premium,70,Online,East,0.2
ORD_000468,2025-02-10,Electronics,1532.01,1,1532.01,Regular,31,Store,West,0.0
ORD_000469,2023-11-17,Beauty,127.06,2,302.39,Regular,37,Mobile App,North,0.0
ORD_000470,2024-07-26,Electronics,906.19,3,2718.56,Regular,67,Mobile App,South,0.0
ORD_000471,2024-03-06,Beauty,94.37,1,94.37,Regular,63,Online,Central,0.0
ORD_000472,2025-05-13,Books,15.81,1,15.81,Regular,70,Mobile App,South,0.05
ORD_000473,2023-10-04,Sports,97.18,1,97.18,Regular,28,Store,East,0.2
ORD_000474,2025-07-25,Home & Garden,124.26,4,497.05,Regular,75,Store,North,0.2
ORD_000475,2023-12-21,Books,46.75,1,57.98,Regular,73,Mobile App,South,0.0
ORD_000476,2023-12-18,Clothing,46.32,4,221.96,Regular,33,Mobile App,West,0.0
ORD_000477,2025-03-18,Beauty,51.28,2,102.55,Premium,46,Store,North,0.0
ORD_000478,2025-05-14,Electronics,835.56,2,1671.12,Regular,62,Store,East,0.0
ORD_000479,2024-11-12,Books,23.09,1,28.33,Regular,64,Online,West,0.0
ORD_000480,2025-07-19,Home & Garden,427.3,2,854.6,Regular,43,Store,South,0.0
ORD_000481,2024-10-17,Clothing,109.05,4,436.19,Regular,36,Store,East,0.0
ORD_000482,2025-02-15,Sports,60.91,1,60.91,Premium,68,Online,East,0.0
ORD_000483,2025-07-03,Electronics,139.59,2,279.18,Premium,71,Mobile App,West,0.0
ORD_000484,2023-08-21,Electronics,1583.03,2,3166.07,Regular,18,Store,West,0.15
ORD_000485,2024-02-28,Beauty,137.77,3,413.31,Regular,37,Online,South,0.0
ORD_000486,2024-05-11,Electronics,1193.8,4,4775.21,Premium,60,Store,South,0.1
ORD_000487,2023-09-27,Books,35.02,1,35.02,Premium,66,Online,South,0.0
ORD_000488,2024-10-17,Beauty,25.95,2,51.89,Regular,48,Store,North,0.05
ORD_000489,2023-12-18,Sports,87.2,5,540.27,Regular,18,Mobile App,North,0.0
ORD_000490,2023-12-06,Books,37.76,1,42.21,Premium,32,Store,West,0.0
ORD_000491,2023-11-17,Electronics,661.04,2,1658.79,Premium,26,Mobile App,West,0.0
ORD_000492,2023-12-19,Beauty,119.24,1,145.72,Regular,54,Store,North,0.2
ORD_000493,2024-01-20,Books,22.85,3,68.54,Premium,44,Store,Central,0.05
ORD_000494,2025-07-08,Books,44.4,1,44.4,Premium,26,Online,North,0.0
ORD_000495,2025-03-30,Beauty,66.84,2,133.69,Regular,38,Online,South,0.0
ORD_000496,2024-04-14,Home & Garden,262.11,1,262.11,Regular,56,Store,Central,0.2
ORD_000497,2024-05-22,Beauty,18.62,1,18.62,Regular,74,Online,East,0.0
ORD_000498,2024-03-02,Sports,163.12,1,163.12,Regular,36,Online,North,0.15
ORD_000499,2024-04-06,Books,20.35,2,40.7,Premium,22,Store,Central,0.2
ORD_000500,2023-08-17,Home & Garden,374.36,1,374.36,Regular,44,Mobile App,East,0.2
ORD_000501,2025-02-14,Beauty,38.32,2,76.65,Regular,67,Online,North,0.0
ORD_000502,2023-08-22,Sports,43.57,1,49.06,Regular,21,Online,West,0.0
ORD_000503,2025-05-09,Beauty,82.64,2,165.28,Regular,62,Store,West,0.0
ORD_000504,2023-10-28,Beauty,87.44,3,262.31,Premium,35,Store,North,0.0
ORD_000505,2024-06-17,Electronics,994.69,4,3978.77,Regular,52,Online,East,0.05
ORD_000506,2024-09-08,Sports,199.43,1,199.43,Premium,61,Mobile App,North,0.0
ORD_000507,2024-06-17,Beauty,74.06,1,74.06,VIP,33,Online,North,0.0
ORD_000508,2024-04-11,Electronics,1482.42,4,5929.68,Regular,56,Online,North,0.2
ORD_000509,2024-06-16,Beauty,115.13,1,115.13,Regular,25,Online,North,0.0
ORD_000510,2025-07-29,Clothing,131.64,1,153.69,Premium,51,Store,Central,0.1
ORD_000511,2024-04-26,Clothing,86.94,1,86.94,Premium,73,Store,East,0.0
ORD_000512,2023-12-03,Electronics,703.27,1,810.58,Regular,51,Online,North,0.0
ORD_000513,2025-03-17,Beauty,25.4,1,25.4,Premium,41,Online,North,0.0
ORD_000514,2024-12-28,Sports,70.89,2,175.08,Premium,75,Online,Central,0.0
ORD_000515,2023-12-01,Clothing,153.34,2,366.29,Regular,33,Mobile App,North,0.0
ORD_000516,2024-08-31,Clothing,52.21,1,61.11,Premium,20,Store,Central,0.0
ORD_000517,2025-06-06,Books,17.08,1,17.08,Premium,35,Mobile App,North,0.1
ORD_000518,2025-03-12,Home & Garden,72.91,2,145.82,Premium,21,Mobile App,South,0.0
ORD_000519,2024-03-20,Sports,294.89,1,294.89,Regular,22,Store,West,0.0
ORD_000520,2024-05-20,Home & Garden,173.74,1,173.74,Premium,18,Mobile App,East,0.0
ORD_000521,2024-02-26,Home & Garden,288.45,1,288.45,Regular,57,Store,South,0.0
ORD_000522,2024-11-22,Home & Garden,301.97,1,376.4,Premium,67,Online,South,0.0
ORD_000523,2025-02-14,Clothing,47.1,2,94.2,Regular,19,Store,South,0.0
ORD_000524,2025-02-09,Home & Garden,323.43,1,323.43,Regular,18,Online,East,0.0
ORD_000525,2023-08-06,Beauty,65.8,2,131.59,Premium,37,Online,North,0.0
ORD_000526,2024-03-02,Sports,295.36,1,295.36,Regular,21,Store,South,0.0
ORD_000527,2025-08-02,Home & Garden,60.12,2,120.24,Regular,75,Online,Central,0.0
ORD_000528,2024-09-30,Beauty,135.9,1,135.9,Regular,65,Store,North,0.0
ORD_000529,2025-03-21,Electronics,1035.58,5,5177.92,Regular,43,Store,North,0.0
ORD_000530,2025-04-02,Sports,42.13,1,42.13,Regular,26,Store,South,0.0
ORD_000531,2024-05-29,Home & Garden,427.69,2,855.39,VIP,43,Online,East,0.0
ORD_000532,2024-06-25,Books,19.83,1,19.83,Premium,26,Store,Central,0.05
ORD_000533,2023-11-24,Clothing,39.02,1,43.86,Regular,38,Online,West,0.0
ORD_000534,2024-08-05,Clothing,101.35,3,323.36,Regular,72,Online,North,0.0
ORD_000535,2025-07-07,Home & Garden,415.8,1,415.8,Regular,20,Online,South,0.0
ORD_000536,2024-07-05,Clothing,32.78,2,69.31,Regular,43,Mobile App,Central,0.1
ORD_000537,2024-06-06,Home & Garden,350.83,1,350.83,Regular,72,Mobile App,West,0.15
ORD_000538,2025-02-24,Beauty,89.27,2,178.53,Regular,69,Online,South,0.0
ORD_000539,2023-12-07,Electronics,170.25,1,194.03,Premium,32,Mobile App,South,0.0
ORD_000540,2024-09-18,Home & Garden,347.85,2,695.7,Regular,23,Store,Central,0.0
ORD_000541,2025-03-27,Home & Garden,459.95,1,459.95,Regular,30,Store,West,0.0
ORD_000542,2023-12-14,Electronics,1814.9,4,8047.56,Regular,39,Store,North,0.0
ORD_000543,2024-11-19,Electronics,377.58,1,452.8,Regular,70,Online,West,0.0
ORD_000544,2024-08-30,Beauty,72.6,1,72.6,Premium,29,Online,East,0.0
ORD_000545,2024-05-17,Books,36.27,2,72.54,Premium,57,Mobile App,South,0.2
ORD_000546,2025-05-28,Home & Garden,256.96,1,256.96,Regular,48,Online,North,0.0
ORD_000547,2023-11-02,Home & Garden,200.76,5,1154.21,VIP,59,Store,Central,0.0
ORD_000548,2025-02-11,Electronics,1979.34,3,5938.01,Regular,40,Store,West,0.0
ORD_000549,2025-02-12,Books,23.76,1,23.76,Premium,38,Online,West,0.0
ORD_000550,2024-05-07,Clothing,24.69,3,74.07,Premium,19,Store,East,0.0
ORD_000551,2023-10-03,Books,31.18,1,31.18,Regular,32,Online,South,0.0
ORD_000552,2023-11-15,Clothing,138.24,1,167.98,Regular,66,Mobile App,South,0.0
ORD_000553,2024-09-05,Home & Garden,468.57,2,937.15,Regular,29,Online,South,0.0
ORD_000554,2024-04-03,Sports,112.45,1,112.45,Premium,40,Store,Central,0.0
ORD_000555,2023-09-02,Beauty,109.58,4,438.3,Regular,54,Mobile App,South,0.0
ORD_000556,2025-03-03,Clothing,170.61,3,511.82,Regular,49,Mobile App,Central,0.0
ORD_000557,2024-06-16,Clothing,102.86,1,108.32,Premium,56,Online,South,0.05
ORD_000558,2024-12-06,Electronics,696.88,3,2442.19,Premium,69,Mobile App,South,0.0
ORD_000559,2024-02-02,Home & Garden,41.69,3,125.07,Regular,67,Online,North,0.05
ORD_000560,2025-01-24,Home & Garden,480.87,1,480.87,Regular,60,Store,West,0.0
ORD_000561,2025-03-27,Electronics,706.29,1,706.29,VIP,28,Store,West,0.0
ORD_000562,2025-05-20,Books,28.77,3,86.32,Regular,62,Mobile App,Central,0.2
ORD_000563,2024-08-04,Clothing,139.8,4,648.71,Regular,42,Store,East,0.0
ORD_000564,2024-06-01,Clothing,41.59,3,131.61,Regular,43,Store,Central,0.2
ORD_000565,2025-04-12,Home & Garden,461.7,1,461.7,Regular,32,Online,Central,0.0
ORD_000566,2023-11-19,Books,15.63,1,20.26,Regular,33,Online,East,0.0
ORD_000567,2024-01-23,Beauty,121.07,4,484.27,Regular,46,Mobile App,North,0.1
ORD_000568,2024-05-02,Clothing,58.43,1,58.43,Regular,68,Store,North,0.1
ORD_000569,2023-08-06,Electronics,802.58,1,802.58,Regular,28,Store,West,0.0
ORD_000570,2024-12-21,Books,24.05,1,30.25,Premium,71,Store,West,0.0
ORD_000571,2025-03-18,Beauty,99.76,1,99.76,Regular,22,Store,North,0.15
ORD_000572,2024-06-01,Electronics,671.5,1,671.5,Regular,22,Mobile App,East,0.0
ORD_000573,2024-01-26,Books,16.44,1,16.44,Premium,39,Mobile App,Central,0.0
ORD_000574,2025-04-24,Books,38.18,1,38.18,Regular,59,Online,South,0.0
ORD_000575,2025-04-17,Books,15.47,1,15.47,Regular,30,Store,West,0.05
ORD_000576,2025-07-18,Sports,223.56,1,244.71,Regular,34,Mobile App,East,0.0
ORD_000577,2023-11-11,Electronics,816.16,3,2720.02,Premium,49,Online,South,0.0
ORD_000578,2023-08-08,Books,13.51,2,27.01,Regular,58,Online,Central,0.0
ORD_000579,2024-12-08,Clothing,33.71,1,42.77,Premium,23,Online,West,0.1
ORD_000580,2024-06-15,Books,28.84,1,28.84,Regular,34,Online,North,0.0
ORD_000581,2025-05-23,Sports,131.57,3,394.71,Premium,42,Store,East,0.0
ORD_000582,2024-02-12,Books,11.78,1,11.78,Regular,34,Store,South,0.0
ORD_000583,2024-05-06,Sports,41.95,1,41.95,Regular,60,Store,North,0.0
ORD_000584,2023-10-31,Beauty,61.41,1,61.41,Regular,66,Online,Central,0.0
ORD_000585,2024-03-24,Sports,41.77,1,41.77,Regular,51,Mobile App,West,0.0
ORD_000586,2025-02-03,Beauty,132.03,3,396.09,VIP,74,Store,South,0.0
ORD_000587,2024-12-04,Home & Garden,53.29,1,63.97,Regular,63,Store,North,0.0
ORD_000588,2025-01-15,Sports,211.32,3,633.97,Regular,25,Store,West,0.0
ORD_000589,2024-01-29,Clothing,194.99,1,194.99,Regular,26,Store,North,0.0
ORD_000590,2024-10-11,Electronics,1977.15,1,1977.15,Regular,70,Online,South,0.0
ORD_000591,2025-04-05,Home & Garden,170.08,1,170.08,Premium,69,Mobile App,North,0.0
ORD_000592,2023-11-02,Books,32.25,4,155.33,Premium,72,Online,East,0.0
ORD_000593,2023-08-17,Beauty,99.11,2,198.23,Regular,44,Online,North,0.0
ORD_000594,2024-10-02,Clothing,46.68,3,140.03,Regular,66,Mobile App,North,0.0
ORD_000595,2023-11-21,Sports,239.37,1,305.45,Premium,73,Store,Central,0.0
ORD_000596,2024-09-28,Home & Garden,200.78,3,602.33,Premium,56,Store,West,0.0
ORD_000597,2023-09-12,Clothing,55.66,1,55.66,Regular,61,Online,West,0.2
ORD_000598,2023-09-13,Books,45.58,2,91.17,Regular,33,Store,North,0.0
ORD_000599,2024-12-03,Home & Garden,405.05,1,513.84,Regular,37,Store,East,0.1
ORD_000600,2025-07-17,Beauty,28.26,1,28.26,Regular,26,Online,East,0.0
ORD_000601,2024-10-31,Home & Garden,145.67,4,582.67,Premium,59,Online,North,0.0
ORD_000602,2024-02-13,Books,18.46,1,18.46,Regular,65,Store,West,0.0
ORD_000603,2025-01-14,Home & Garden,413.19,2,826.39,Regular,28,Online,North,0.0
ORD_000604,2024-06-18,Beauty,66.73,1,66.73,Premium,74,Store,Central,0.2
ORD_000605,2023-09-03,Clothing,54.7,1,54.7,Regular,71,Online,North,0.0
ORD_000606,2024-04-16,Electronics,940.07,4,3760.3,Regular,63,Store,South,0.0
ORD_000607,2024-05-11,Home & Garden,414.4,2,828.8,Regular,58,Online,North,0.0
ORD_000608,2025-07-02,Electronics,521.78,1,521.78,Premium,46,Store,South,0.0
ORD_000609,2024-12-02,Sports,176.62,2,441.47,Regular,71,Online,East,0.0
ORD_000610,2025-07-10,Electronics,605.89,4,2423.54,Premium,28,Online,Central,0.0
ORD_000611,2024-03-11,Clothing,136.53,5,682.64,Premium,35,Store,West,0.0
ORD_000612,2025-01-11,Electronics,1736.03,2,3472.06,Premium,61,Store,North,0.0
ORD_000613,2024-12-02,Clothing,136.53,1,157.07,Regular,18,Mobile App,South,0.0
ORD_000614,2024-06-12,Beauty,145.55,1,145.55,Regular,45,Online,West,0.0
ORD_000615,2024-07-27,Books,20.08,1,20.08,Premium,61,Mobile App,Central,0.0
ORD_000616,2025-05-04,Books,30.04,1,30.04,Regular,53,Online,Central,0.1
ORD_000617,2025-04-19,Home & Garden,159.76,3,479.28,Premium,39,Online,East,0.0
ORD_000618,2025-05-21,Home & Garden,389.54,3,1168.62,Premium,30,Mobile App,South,0.1
ORD_000619,2025-01-15,Clothing,181.94,4,727.77,Regular,69,Store,Central,0.0
ORD_000620,2024-09-21,Beauty,58.14,1,58.14,Premium,59,Store,West,0.0
